P1_10,CODE_GENDER,CNT_FAM_MEMBERS,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,AGE_20,AGE_EMPLOYED_20,counter,P1,P2,state,angle,c_P1_10,c_CODE_GENDER,c_CNT_FAM_MEMBERS,c_NAME_EDUCATION_TYPE,c_NAME_FAMILY_STATUS,c_AGE_20,c_AGE_EMPLOYED_20,a_P1_10,a_CODE_GENDER,a_CNT_FAM_MEMBERS,a_NAME_EDUCATION_TYPE,a_NAME_FAMILY_STATUS,a_AGE_20,a_AGE_EMPLOYED_20,alpha
0,F,1.0,Higher education,Single / not married,20.0,5.0,29,0.33235539155754557,0.6676446084424544,2.0,0.0006248602524243686,#55DD55,#30123b,#30123b,#30123b,#2ab9ed,#30123b,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Single / not married,20.0,10.0,3,0.26130652428529444,0.7386934757147056,2.0,6.464071576803813e-05,#55DD55,#30123b,#30123b,#30123b,#2ab9ed,#30123b,#36a8f9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Single / not married,20.0,15.0,2,0.37379134800132174,0.6262086519986783,1.5,4.309381051202542e-05,#55DD55,#30123b,#30123b,#30123b,#2ab9ed,#30123b,#71fd5f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Single / not married,20.0,20.0,1,0.22227112803553772,0.7777288719644623,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#30123b,#2ab9ed,#30123b,#1ae4b6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Single / not married,40.0,0.0,37,0.3534500828230491,0.6465499171769509,1.0,0.0007972354944724703,#55DD55,#30123b,#30123b,#30123b,#2ab9ed,#a1fc3d,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Single / not married,40.0,5.0,22,0.3181151711725197,0.6818848288274802,2.0,0.00047403191563227955,#55DD55,#30123b,#30123b,#30123b,#2ab9ed,#a1fc3d,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Single / not married,40.0,10.0,8,0.3495679071654975,0.6504320928345025,1.0,0.00017237524204810167,#55DD55,#30123b,#30123b,#30123b,#2ab9ed,#a1fc3d,#36a8f9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Single / not married,40.0,15.0,5,0.3312972129476845,0.6687027870523155,2.0,0.00010773452628006355,#55DD55,#30123b,#30123b,#30123b,#2ab9ed,#a1fc3d,#71fd5f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Single / not married,40.0,20.0,4,0.3895042168982318,0.6104957831017682,1.0,8.618762102405084e-05,#55DD55,#30123b,#30123b,#30123b,#2ab9ed,#a1fc3d,#1ae4b6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Single / not married,40.0,25.0,1,0.46317990353855776,0.5368200964614422,1.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#30123b,#2ab9ed,#a1fc3d,#c5ef33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Single / not married,40.0,30.0,1,0.2906192068332226,0.7093807931667774,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#30123b,#2ab9ed,#a1fc3d,#f9ba38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Single / not married,60.0,0.0,2,0.4060127224885719,0.5939872775114281,1.0,4.309381051202542e-05,#55DD55,#30123b,#30123b,#30123b,#2ab9ed,#7a0402,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Single / not married,60.0,5.0,2,0.34278899726616924,0.6572110027338307,1.5,4.309381051202542e-05,#55DD55,#30123b,#30123b,#30123b,#2ab9ed,#7a0402,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Widow,20.0,0.0,2,0.26730037027441367,0.7326996297255863,1.5,4.309381051202542e-05,#55DD55,#30123b,#30123b,#30123b,#a1fc3d,#30123b,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Widow,40.0,0.0,10,0.33981982588159976,0.6601801741184002,1.0,0.0002154690525601271,#55DD55,#30123b,#30123b,#30123b,#a1fc3d,#a1fc3d,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Widow,40.0,5.0,3,0.31067606958575683,0.6893239304142432,2.0,6.464071576803813e-05,#55DD55,#30123b,#30123b,#30123b,#a1fc3d,#a1fc3d,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Widow,40.0,10.0,6,0.4068257092054745,0.5931742907945255,1.0,0.00012928143153607627,#55DD55,#30123b,#30123b,#30123b,#a1fc3d,#a1fc3d,#36a8f9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Widow,40.0,15.0,1,0.2876719250369302,0.7123280749630698,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#30123b,#a1fc3d,#a1fc3d,#71fd5f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Widow,40.0,20.0,1,0.4714461800691233,0.5285538199308767,1.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#30123b,#a1fc3d,#a1fc3d,#1ae4b6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Widow,40.0,30.0,1,0.36762031472325196,0.632379685276748,1.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#30123b,#a1fc3d,#a1fc3d,#f9ba38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Widow,60.0,0.0,4,0.3454992396887,0.6545007603113,1.5,8.618762102405084e-05,#55DD55,#30123b,#30123b,#30123b,#a1fc3d,#7a0402,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Widow,60.0,5.0,1,0.3444209710636288,0.6555790289363712,1.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#30123b,#a1fc3d,#7a0402,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Higher education,Widow,60.0,30.0,1,0.2646819165769294,0.7353180834230706,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#30123b,#a1fc3d,#7a0402,#f9ba38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Incomplete higher,Separated,20.0,0.0,5,0.32287298889278676,0.6771270111072132,2.0,0.00010773452628006355,#55DD55,#30123b,#30123b,#2ab9ed,#30123b,#30123b,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Incomplete higher,Separated,20.0,5.0,1,0.45831969855065824,0.5416803014493418,1.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#2ab9ed,#30123b,#30123b,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Incomplete higher,Separated,40.0,0.0,3,0.30678246837870426,0.6932175316212957,2.0,6.464071576803813e-05,#55DD55,#30123b,#30123b,#2ab9ed,#30123b,#a1fc3d,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Incomplete higher,Separated,40.0,5.0,1,0.4734929529875904,0.5265070470124096,1.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#2ab9ed,#30123b,#a1fc3d,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Incomplete higher,Separated,40.0,10.0,2,0.42292057765598134,0.5770794223440187,1.0,4.309381051202542e-05,#55DD55,#30123b,#30123b,#2ab9ed,#30123b,#a1fc3d,#36a8f9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Incomplete higher,Separated,40.0,30.0,1,0.1841755513846387,0.8158244486153613,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#2ab9ed,#30123b,#a1fc3d,#f9ba38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Incomplete higher,Single / not married,20.0,0.0,50,0.32208277218622994,0.6779172278137701,1.5,0.0010773452628006356,#55DD55,#30123b,#30123b,#2ab9ed,#2ab9ed,#30123b,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Incomplete higher,Single / not married,20.0,5.0,15,0.32365413909819923,0.6763458609018007,1.0,0.0003232035788401906,#55DD55,#30123b,#30123b,#2ab9ed,#2ab9ed,#30123b,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Incomplete higher,Single / not married,20.0,10.0,1,0.42169301308383256,0.5783069869161674,1.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#2ab9ed,#2ab9ed,#30123b,#36a8f9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Incomplete higher,Single / not married,40.0,0.0,4,0.365752009155312,0.6342479908446881,1.0,8.618762102405084e-05,#55DD55,#30123b,#30123b,#2ab9ed,#2ab9ed,#a1fc3d,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Incomplete higher,Single / not married,40.0,5.0,1,0.3396856822395421,0.6603143177604579,1.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#2ab9ed,#2ab9ed,#a1fc3d,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Incomplete higher,Single / not married,40.0,15.0,1,0.26005622449953414,0.7399437755004659,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#2ab9ed,#2ab9ed,#a1fc3d,#71fd5f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Incomplete higher,Widow,20.0,0.0,1,0.28763373435462525,0.7123662656453748,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#2ab9ed,#a1fc3d,#30123b,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Lower secondary,Separated,20.0,0.0,1,0.07677457311189761,0.9232254268881024,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#a1fc3d,#30123b,#30123b,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Lower secondary,Separated,40.0,0.0,1,0.4936017217193883,0.5063982782806117,1.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#a1fc3d,#30123b,#a1fc3d,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Lower secondary,Separated,40.0,5.0,1,0.35327992219497095,0.646720077805029,1.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#a1fc3d,#30123b,#a1fc3d,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Lower secondary,Single / not married,20.0,0.0,7,0.24162270156127016,0.7583772984387298,2.0,0.00015082833679208897,#55DD55,#30123b,#30123b,#a1fc3d,#2ab9ed,#30123b,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Lower secondary,Single / not married,20.0,5.0,1,0.23641649019398048,0.7635835098060195,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#a1fc3d,#2ab9ed,#30123b,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Lower secondary,Single / not married,20.0,10.0,1,0.31027455143239757,0.6897254485676024,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#a1fc3d,#2ab9ed,#30123b,#36a8f9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Lower secondary,Single / not married,40.0,5.0,2,0.2992491028668419,0.7007508971331581,1.5,4.309381051202542e-05,#55DD55,#30123b,#30123b,#a1fc3d,#2ab9ed,#a1fc3d,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Lower secondary,Single / not married,40.0,10.0,1,0.414925137106098,0.585074862893902,1.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#a1fc3d,#2ab9ed,#a1fc3d,#36a8f9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Lower secondary,Widow,40.0,0.0,1,0.09872945396117316,0.9012705460388268,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#a1fc3d,#a1fc3d,#a1fc3d,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Lower secondary,Widow,60.0,5.0,1,0.4784183765219039,0.5215816234780961,1.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#a1fc3d,#a1fc3d,#7a0402,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Separated,20.0,0.0,72,0.29959704474012244,0.7004029552598775,2.0,0.0015513771784329152,#55DD55,#30123b,#30123b,#fb8022,#30123b,#30123b,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Separated,20.0,5.0,9,0.3264764545609644,0.6735235454390356,1.0,0.0001939221473041144,#55DD55,#30123b,#30123b,#fb8022,#30123b,#30123b,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Separated,20.0,10.0,3,0.3419035054975925,0.6580964945024075,1.0,6.464071576803813e-05,#55DD55,#30123b,#30123b,#fb8022,#30123b,#30123b,#36a8f9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Separated,20.0,15.0,2,0.12054421888194866,0.8794557811180513,2.0,4.309381051202542e-05,#55DD55,#30123b,#30123b,#fb8022,#30123b,#30123b,#71fd5f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Separated,40.0,0.0,107,0.31312019401590496,0.6868798059840949,2.0,0.0023055188623933597,#55DD55,#30123b,#30123b,#fb8022,#30123b,#a1fc3d,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Separated,40.0,5.0,48,0.3375959148207599,0.6624040851792401,2.0,0.0010342514522886101,#55DD55,#30123b,#30123b,#fb8022,#30123b,#a1fc3d,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Separated,40.0,10.0,21,0.3268036580800856,0.6731963419199145,1.0,0.00045248501037626693,#55DD55,#30123b,#30123b,#fb8022,#30123b,#a1fc3d,#36a8f9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Separated,40.0,15.0,12,0.3343696526628525,0.6656303473371475,1.0,0.00025856286307215253,#55DD55,#30123b,#30123b,#fb8022,#30123b,#a1fc3d,#71fd5f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Separated,40.0,20.0,4,0.21312613041437736,0.7868738695856227,2.0,8.618762102405084e-05,#55DD55,#30123b,#30123b,#fb8022,#30123b,#a1fc3d,#1ae4b6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Separated,40.0,25.0,8,0.29796385341025977,0.7020361465897402,1.5,0.00017237524204810167,#55DD55,#30123b,#30123b,#fb8022,#30123b,#a1fc3d,#c5ef33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Separated,40.0,30.0,2,0.3092428892820087,0.6907571107179913,1.5,4.309381051202542e-05,#55DD55,#30123b,#30123b,#fb8022,#30123b,#a1fc3d,#f9ba38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Separated,60.0,0.0,2,0.2869197347298867,0.7130802652701134,1.5,4.309381051202542e-05,#55DD55,#30123b,#30123b,#fb8022,#30123b,#7a0402,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Separated,60.0,25.0,1,0.1567158618265413,0.8432841381734587,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#fb8022,#30123b,#7a0402,#c5ef33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Separated,60.0,35.0,1,0.3686590769164988,0.6313409230835012,1.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#fb8022,#30123b,#7a0402,#f66b18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Single / not married,20.0,0.0,354,0.32380210722717184,0.6761978927728283,2.0,0.0076276044606285,#55DD55,#30123b,#30123b,#fb8022,#2ab9ed,#30123b,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Single / not married,20.0,5.0,65,0.2989855212497518,0.7010144787502482,2.0,0.001400548841640826,#55DD55,#30123b,#30123b,#fb8022,#2ab9ed,#30123b,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Single / not married,20.0,10.0,16,0.3331864851121236,0.6668135148878764,1.0,0.00034475048409620334,#55DD55,#30123b,#30123b,#fb8022,#2ab9ed,#30123b,#36a8f9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Single / not married,20.0,15.0,2,0.30069442733852586,0.6993055726614741,1.5,4.309381051202542e-05,#55DD55,#30123b,#30123b,#fb8022,#2ab9ed,#30123b,#71fd5f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Single / not married,40.0,0.0,172,0.31519929967299454,0.6848007003270055,1.0,0.003706067704034186,#55DD55,#30123b,#30123b,#fb8022,#2ab9ed,#a1fc3d,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Single / not married,40.0,5.0,78,0.3406613501714772,0.6593386498285227,1.0,0.0016806586099689914,#55DD55,#30123b,#30123b,#fb8022,#2ab9ed,#a1fc3d,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Single / not married,40.0,10.0,23,0.36659306965519234,0.6334069303448077,1.0,0.0004955788208882923,#55DD55,#30123b,#30123b,#fb8022,#2ab9ed,#a1fc3d,#36a8f9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Single / not married,40.0,15.0,13,0.32215825001913817,0.6778417499808618,2.0,0.00028010976832816526,#55DD55,#30123b,#30123b,#fb8022,#2ab9ed,#a1fc3d,#71fd5f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Single / not married,40.0,20.0,15,0.28386512270995573,0.7161348772900442,2.0,0.0003232035788401906,#55DD55,#30123b,#30123b,#fb8022,#2ab9ed,#a1fc3d,#1ae4b6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Single / not married,40.0,25.0,6,0.3142163311838413,0.6857836688161587,1.0,0.00012928143153607627,#55DD55,#30123b,#30123b,#fb8022,#2ab9ed,#a1fc3d,#c5ef33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Single / not married,40.0,30.0,5,0.39845967005726096,0.6015403299427391,1.0,0.00010773452628006355,#55DD55,#30123b,#30123b,#fb8022,#2ab9ed,#a1fc3d,#f9ba38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Single / not married,60.0,0.0,11,0.29955509111965545,0.7004449088803445,2.0,0.00023701595781613978,#55DD55,#30123b,#30123b,#fb8022,#2ab9ed,#7a0402,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Single / not married,60.0,5.0,6,0.25690894502723427,0.7430910549727657,2.0,0.00012928143153607627,#55DD55,#30123b,#30123b,#fb8022,#2ab9ed,#7a0402,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Single / not married,60.0,35.0,1,0.28601219656569765,0.7139878034343023,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#fb8022,#2ab9ed,#7a0402,#f66b18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Widow,20.0,0.0,9,0.3241338642496148,0.6758661357503852,2.0,0.0001939221473041144,#55DD55,#30123b,#30123b,#fb8022,#a1fc3d,#30123b,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Widow,20.0,5.0,3,0.3059616990246942,0.6940383009753058,2.0,6.464071576803813e-05,#55DD55,#30123b,#30123b,#fb8022,#a1fc3d,#30123b,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Widow,20.0,15.0,1,0.30504724269952854,0.6949527573004715,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#fb8022,#a1fc3d,#30123b,#71fd5f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Widow,40.0,0.0,66,0.3370395588075406,0.6629604411924593,2.0,0.0014220957468968388,#55DD55,#30123b,#30123b,#fb8022,#a1fc3d,#a1fc3d,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Widow,40.0,5.0,29,0.32816084800001416,0.6718391519999859,1.0,0.0006248602524243686,#55DD55,#30123b,#30123b,#fb8022,#a1fc3d,#a1fc3d,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Widow,40.0,10.0,11,0.3674675844281243,0.6325324155718757,1.0,0.00023701595781613978,#55DD55,#30123b,#30123b,#fb8022,#a1fc3d,#a1fc3d,#36a8f9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Widow,40.0,15.0,6,0.3250673696971967,0.6749326303028033,2.0,0.00012928143153607627,#55DD55,#30123b,#30123b,#fb8022,#a1fc3d,#a1fc3d,#71fd5f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Widow,40.0,20.0,6,0.35769922900296297,0.6423007709970371,1.5,0.00012928143153607627,#55DD55,#30123b,#30123b,#fb8022,#a1fc3d,#a1fc3d,#1ae4b6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Widow,40.0,25.0,4,0.3105666475131298,0.6894333524868702,1.5,8.618762102405084e-05,#55DD55,#30123b,#30123b,#fb8022,#a1fc3d,#a1fc3d,#c5ef33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Widow,40.0,30.0,1,0.15244205663827448,0.8475579433617255,2.0,2.154690525601271e-05,#55DD55,#30123b,#30123b,#fb8022,#a1fc3d,#a1fc3d,#f9ba38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Widow,60.0,0.0,12,0.2992730810957716,0.7007269189042283,2.0,0.00025856286307215253,#55DD55,#30123b,#30123b,#fb8022,#a1fc3d,#7a0402,#30123b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,F,1.0,Secondary / secondary special,Widow,60.0,5.0,4,0.34388327817672465,0.6561167218232753,1.5,8.618762102405084e-05,#55DD55,#30123b,#30123b,#fb8022,#a1fc3d,#7a0402,#4560d6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
